coverage_id,discovery_row_id,discovery_status,scope_decision,device_type_name,device_type_id,related_device_type,relation_type,relationship_origin,endpoint_requirement,cluster_name,cluster_id,server_client_role,requirement,feature_condition,specification_path,specification_revision,device_type_definition_path,device_type_revision,sdk_definition_path,sdk_revision,documentation_path,documentation_kind,implementation_path,implementation_scope,implementation_revision,idl_path,idl_scope,example_device_server_endpoints,evidence_location,status,relation_status,specification_status,sdk_status,implementation_status,documentation_status,idl_status,revision_comparison,documentation_search_scope,resolution,commit_sha,data_model_version,notes,example_cluster_revision,example_device_revision,example_implementation_path,example_implementation_scope
C060,D060,present,exclude,Dishwasher,0x0075,not_applicable,requires_cluster,direct,server on endpoint implementing this Device Type; conditional support retained,Operational State,0x0060,server,required,"mandatoryConform; events(event(id=0x0001,name=OperationCompletion,mandatoryConform))",data_model/1.7/clusters/OperationalState.xml,3,data_model/1.7/device_types/Dishwasher.xml,2,src/app/zap-templates/zcl/data-model/chip/operational-state-cluster.xml,3,src/app/clusters/operational-state-server/README.md,cluster_implementation_guide,src/app/clusters/operational-state-server/OperationalStateCluster.cpp,cluster_shared,1ac132b5ecd42cb6c78772f2576ed6f7fc814183,examples/chef/devices/rootnode_dishwasher_cc105034fe.matter,device_example,1,"[{""path"":""data_model/1.7/device_types/Dishwasher.xml"",""line"":97},{""path"":""data_model/1.7/clusters/OperationalState.xml"",""selector"":""/cluster/@revision and clusterIds""},{""path"":""src/app/zap-templates/zcl/data-model/chip/operational-state-cluster.xml"",""selector"":""/configurator/cluster[code=0x0060]/globalAttribute[@code=0xFFFD]""}]",not_applicable,present,present,present,present,present,present,same_declared_value_only,[],Outside selected product scope,1ac132b5ecd42cb6c78772f2576ed6f7fc814183,1.7,"Existence/coverage status only; runtime conformance and semantic revision equivalence are not asserted.; Outside selected product scope; this is scope inapplicability, not source absence. Original evidence statuses retained.",3,2,not_applicable,not_applicable
C061,D061,unverified,exclude,Dishwasher,0x0075,not_applicable,requires_cluster,base,server on endpoint implementing this Device Type; conditional support retained,Descriptor,0x001D,server,required,"mandatoryConform; features(feature(code=TAGLIST,mandatoryConform(condition(name=Duplicate))))",data_model/1.7/clusters/Descriptor-Cluster.xml,3,data_model/1.7/device_types/Dishwasher.xml,2,src/app/zap-templates/zcl/data-model/chip/descriptor-cluster.xml,3,unverified,unverified,src/app/clusters/descriptor/DescriptorCluster.cpp,cluster_shared,1ac132b5ecd42cb6c78772f2576ed6f7fc814183,examples/chef/devices/rootnode_dishwasher_cc105034fe.matter,device_example,1,"[{""path"":""data_model/1.7/device_types/BaseDeviceType.xml"",""line"":92},{""path"":""data_model/1.7/clusters/Descriptor-Cluster.xml"",""selector"":""/cluster/@revision and clusterIds""},{""path"":""src/app/zap-templates/zcl/data-model/chip/descriptor-cluster.xml"",""selector"":""/configurator/cluster[code=0x001D]/globalAttribute[@code=0xFFFD]""}]",not_applicable,present,present,present,present,unverified,present,same_declared_value_only,[],Outside selected product scope,1ac132b5ecd42cb6c78772f2576ed6f7fc814183,1.7,"Existence/coverage status only; runtime conformance and semantic revision equivalence are not asserted.; Outside selected product scope; this is scope inapplicability, not source absence. Original evidence statuses retained.; Inherited through BaseDeviceType; conditional Binding retained, not forced enabled.",3,2,not_applicable,not_applicable
C062,D062,present,exclude,Dishwasher,0x0075,not_applicable,requires_cluster,base,server on endpoint implementing this Device Type; conditional support retained,Binding,0x001E,server,required (conditional),"mandatoryConform(andTerm(condition(name=Simple),condition(name=Client)))",data_model/1.7/clusters/Binding-Cluster.xml,1,data_model/1.7/device_types/Dishwasher.xml,2,src/app/zap-templates/zcl/data-model/chip/binding-cluster.xml,1,src/app/clusters/bindings/README.md,cluster_implementation_guide,src/app/clusters/bindings/BindingCluster.cpp,cluster_shared,1ac132b5ecd42cb6c78772f2576ed6f7fc814183,examples/dishwasher-app/dishwasher-common/dishwasher-app.matter,device_example,1,"[{""path"":""data_model/1.7/device_types/BaseDeviceType.xml"",""line"":102},{""path"":""data_model/1.7/clusters/Binding-Cluster.xml"",""selector"":""/cluster/@revision and clusterIds""},{""path"":""src/app/zap-templates/zcl/data-model/chip/binding-cluster.xml"",""selector"":""/configurator/cluster[code=0x001E]/globalAttribute[@code=0xFFFD]""}]",not_applicable,present,present,present,present,present,present,same_declared_value_only,[],Outside selected product scope,1ac132b5ecd42cb6c78772f2576ed6f7fc814183,1.7,"Existence/coverage status only; runtime conformance and semantic revision equivalence are not asserted.; Outside selected product scope; this is scope inapplicability, not source absence. Original evidence statuses retained.; Inherited through BaseDeviceType; conditional Binding retained, not forced enabled.",1,2,not_applicable,not_applicable
C063,D063,unverified,exclude,Dishwasher,0x0075,not_applicable,requires_cluster,base,server on endpoint implementing this Device Type; conditional support retained,Fixed Label,0x0040,server,optional,optionalConform,data_model/1.7/clusters/FixedLabel-Cluster.xml,1,data_model/1.7/device_types/Dishwasher.xml,2,src/app/zap-templates/zcl/data-model/chip/fixed-label-cluster.xml,1,unverified,unverified,src/app/clusters/fixed-label-server/FixedLabelCluster.cpp,cluster_shared,1ac132b5ecd42cb6c78772f2576ed6f7fc814183,examples/all-clusters-app/all-clusters-common/all-clusters-app.matter,generic_all_clusters,unverified,"[{""path"":""data_model/1.7/device_types/BaseDeviceType.xml"",""line"":110},{""path"":""data_model/1.7/clusters/FixedLabel-Cluster.xml"",""selector"":""/cluster/@revision and clusterIds""},{""path"":""src/app/zap-templates/zcl/data-model/chip/fixed-label-cluster.xml"",""selector"":""/configurator/cluster[code=0x0040]/globalAttribute[@code=0xFFFD]""}]",not_applicable,present,present,present,present,unverified,present,same_declared_value_only,[],Outside selected product scope,1ac132b5ecd42cb6c78772f2576ed6f7fc814183,1.7,"Existence/coverage status only; runtime conformance and semantic revision equivalence are not asserted.; Outside selected product scope; this is scope inapplicability, not source absence. Original evidence statuses retained.; Inherited through BaseDeviceType; conditional Binding retained, not forced enabled.",1,not_applicable,not_applicable,not_applicable
C064,D064,unverified,exclude,Dishwasher,0x0075,not_applicable,requires_cluster,base,server on endpoint implementing this Device Type; conditional support retained,User Label,0x0041,server,optional,optionalConform,data_model/1.7/clusters/UserLabel-Cluster.xml,1,data_model/1.7/device_types/Dishwasher.xml,2,src/app/zap-templates/zcl/data-model/chip/user-label-cluster.xml,1,unverified,unverified,src/app/clusters/user-label-server/UserLabelCluster.cpp,cluster_shared,1ac132b5ecd42cb6c78772f2576ed6f7fc814183,examples/all-clusters-app/all-clusters-common/all-clusters-app.matter,generic_all_clusters,unverified,"[{""path"":""data_model/1.7/device_types/BaseDeviceType.xml"",""line"":113},{""path"":""data_model/1.7/clusters/UserLabel-Cluster.xml"",""selector"":""/cluster/@revision and clusterIds""},{""path"":""src/app/zap-templates/zcl/data-model/chip/user-label-cluster.xml"",""selector"":""/configurator/cluster[code=0x0041]/globalAttribute[@code=0xFFFD]""}]",not_applicable,present,present,present,present,unverified,present,same_declared_value_only,[],Outside selected product scope,1ac132b5ecd42cb6c78772f2576ed6f7fc814183,1.7,"Existence/coverage status only; runtime conformance and semantic revision equivalence are not asserted.; Outside selected product scope; this is scope inapplicability, not source absence. Original evidence statuses retained.; Inherited through BaseDeviceType; conditional Binding retained, not forced enabled.",1,not_applicable,not_applicable,not_applicable
C065,D065,present,exclude,Laundry Dryer,0x007C,not_applicable,requires_cluster,direct,server on endpoint implementing this Device Type; conditional support retained,Identify,0x0003,server,optional,optionalConform,data_model/1.7/clusters/Identify.xml,6,data_model/1.7/device_types/LaundryDryer.xml,2,src/app/zap-templates/zcl/data-model/chip/identify-cluster.xml,6,src/app/clusters/identify-server/README.md,cluster_implementation_guide,src/app/clusters/identify-server/IdentifyCluster.cpp,cluster_shared,1ac132b5ecd42cb6c78772f2576ed6f7fc814183,examples/chef/devices/rootnode_laundrydryer_01796fe396.matter,device_example,1,"[{""path"":""data_model/1.7/device_types/LaundryDryer.xml"",""line"":67},{""path"":""data_model/1.7/clusters/Identify.xml"",""selector"":""/cluster/@revision and clusterIds""},{""path"":""src/app/zap-templates/zcl/data-model/chip/identify-cluster.xml"",""selector"":""/configurator/cluster[code=0x0003]/globalAttribute[@code=0xFFFD]""}]",not_applicable,present,present,present,present,present,present,same_declared_value_only,[],Outside selected product scope,1ac132b5ecd42cb6c78772f2576ed6f7fc814183,1.7,"Existence/coverage status only; runtime conformance and semantic revision equivalence are not asserted.; Outside selected product scope; this is scope inapplicability, not source absence. Original evidence statuses retained.",6,1,not_applicable,not_applicable
C066,D066,unverified,exclude,Laundry Dryer,0x007C,not_applicable,requires_cluster,direct,server on endpoint implementing this Device Type; conditional support retained,On/Off,0x0006,server,optional,"optionalConform; features(feature(code=DF,mandatoryConform))",data_model/1.7/clusters/OnOff.xml,7,data_model/1.7/device_types/LaundryDryer.xml,2,src/app/zap-templates/zcl/data-model/chip/onoff-cluster.xml,7,unverified,unverified,src/app/clusters/on-off-server/OnOffCluster.cpp,cluster_shared,1ac132b5ecd42cb6c78772f2576ed6f7fc814183,examples/chef/devices/rootnode_laundrydryer_01796fe396.matter,device_example,1,"[{""path"":""data_model/1.7/device_types/LaundryDryer.xml"",""line"":70},{""path"":""data_model/1.7/clusters/OnOff.xml"",""selector"":""/cluster/@revision and clusterIds""},{""path"":""src/app/zap-templates/zcl/data-model/chip/onoff-cluster.xml"",""selector"":""/configurator/cluster[code=0x0006]/globalAttribute[@code=0xFFFD]""}]",not_applicable,present,present,present,present,unverified,present,same_declared_value_only,[],Outside selected product scope,1ac132b5ecd42cb6c78772f2576ed6f7fc814183,1.7,"Existence/coverage status only; runtime conformance and semantic revision equivalence are not asserted.; Outside selected product scope; this is scope inapplicability, not source absence. Original evidence statuses retained.",7,1,not_applicable,not_applicable
C067,D067,unverified,exclude,Laundry Dryer,0x007C,not_applicable,requires_cluster,direct,server on endpoint implementing this Device Type; conditional support retained,Laundry Dryer Controls,0x004A,server,optional,optionalConform,data_model/1.7/clusters/LaundryDryerControls.xml,1,data_model/1.7/device_types/LaundryDryer.xml,2,src/app/zap-templates/zcl/data-model/chip/laundry-dryer-controls-cluster.xml,1,unverified,unverified,src/app/clusters/laundry-dryer-controls-server/LaundryDryerControlsCluster.cpp,cluster_shared,1ac132b5ecd42cb6c78772f2576ed6f7fc814183,examples/chef/devices/rootnode_laundrydryer_01796fe396.matter,device_example,1,"[{""path"":""data_model/1.7/device_types/LaundryDryer.xml"",""line"":78},{""path"":""data_model/1.7/clusters/LaundryDryerControls.xml"",""selector"":""/cluster/@revision and clusterIds""},{""path"":""src/app/zap-templates/zcl/data-model/chip/laundry-dryer-controls-cluster.xml"",""selector"":""/configurator/cluster[code=0x004A]/globalAttribute[@code=0xFFFD]""}]",not_applicable,present,present,present,present,unverified,present,same_declared_value_only,[],Outside selected product scope,1ac132b5ecd42cb6c78772f2576ed6f7fc814183,1.7,"Existence/coverage status only; runtime conformance and semantic revision equivalence are not asserted.; Outside selected product scope; this is scope inapplicability, not source absence. Original evidence statuses retained.",1,1,not_applicable,not_applicable
C068,D068,present,exclude,Laundry Dryer,0x007C,not_applicable,requires_cluster,direct,server on endpoint implementing this Device Type; conditional support retained,Laundry Washer Mode,0x0051,server,optional,"optionalConform; features(feature(code=DEPONOFF,disallowConform)); attributes(attribute(code=0x0002,name=StartUpMode,disallowConform))",data_model/1.7/clusters/Mode_LaundryWasher.xml,4,data_model/1.7/device_types/LaundryDryer.xml,2,src/app/zap-templates/zcl/data-model/chip/laundry-washer-mode-cluster.xml,4,src/app/clusters/mode-base-server/README.md,cluster_implementation_guide,src/app/clusters/mode-base-server/ModeBaseCluster.cpp,framework_shared,1ac132b5ecd42cb6c78772f2576ed6f7fc814183,examples/chef/devices/rootnode_laundrydryer_01796fe396.matter,device_example,1,"[{""path"":""data_model/1.7/device_types/LaundryDryer.xml"",""line"":81},{""path"":""data_model/1.7/clusters/Mode_LaundryWasher.xml"",""selector"":""/cluster/@revision and clusterIds""},{""path"":""src/app/zap-templates/zcl/data-model/chip/laundry-washer-mode-cluster.xml"",""selector"":""/configurator/cluster[code=0x0051]/globalAttribute[@code=0xFFFD]""}]",not_applicable,present,present,present,present,present,present,same_declared_value_only,[],Outside selected product scope,1ac132b5ecd42cb6c78772f2576ed6f7fc814183,1.7,"Existence/coverage status only; runtime conformance and semantic revision equivalence are not asserted.; Outside selected product scope; this is scope inapplicability, not source absence. Original evidence statuses retained.; Shared Mode Base; source/app alias evidence in mode-base-cluster-objects.h.",4,1,not_applicable,not_applicable
C069,D069,unverified,exclude,Laundry Dryer,0x007C,not_applicable,requires_cluster,direct,server on endpoint implementing this Device Type; conditional support retained,Temperature Control,0x0056,server,optional,optionalConform,data_model/1.7/clusters/TemperatureControl.xml,1,data_model/1.7/device_types/LaundryDryer.xml,2,src/app/zap-templates/zcl/data-model/chip/temperature-control-cluster.xml,1,unverified,unverified,src/app/clusters/temperature-control-server/TemperatureControlCluster.cpp,cluster_shared,1ac132b5ecd42cb6c78772f2576ed6f7fc814183,examples/chef/devices/rootnode_laundrydryer_01796fe396.matter,device_example,1,"[{""path"":""data_model/1.7/device_types/LaundryDryer.xml"",""line"":94},{""path"":""data_model/1.7/clusters/TemperatureControl.xml"",""selector"":""/cluster/@revision and clusterIds""},{""path"":""src/app/zap-templates/zcl/data-model/chip/temperature-control-cluster.xml"",""selector"":""/configurator/cluster[code=0x0056]/globalAttribute[@code=0xFFFD]""}]",not_applicable,present,present,present,present,unverified,present,same_declared_value_only,[],Outside selected product scope,1ac132b5ecd42cb6c78772f2576ed6f7fc814183,1.7,"Existence/coverage status only; runtime conformance and semantic revision equivalence are not asserted.; Outside selected product scope; this is scope inapplicability, not source absence. Original evidence statuses retained.",1,1,not_applicable,not_applicable
C070,D070,present,exclude,Laundry Dryer,0x007C,not_applicable,requires_cluster,direct,server on endpoint implementing this Device Type; conditional support retained,Operational State,0x0060,server,required,"mandatoryConform; events(event(id=0x0001,name=OperationCompletion,mandatoryConform))",data_model/1.7/clusters/OperationalState.xml,3,data_model/1.7/device_types/LaundryDryer.xml,2,src/app/zap-templates/zcl/data-model/chip/operational-state-cluster.xml,3,src/app/clusters/operational-state-server/README.md,cluster_implementation_guide,src/app/clusters/operational-state-server/OperationalStateCluster.cpp,cluster_shared,1ac132b5ecd42cb6c78772f2576ed6f7fc814183,examples/chef/devices/rootnode_laundrydryer_01796fe396.matter,device_example,1,"[{""path"":""data_model/1.7/device_types/LaundryDryer.xml"",""line"":97},{""path"":""data_model/1.7/clusters/OperationalState.xml"",""selector"":""/cluster/@revision and clusterIds""},{""path"":""src/app/zap-templates/zcl/data-model/chip/operational-state-cluster.xml"",""selector"":""/configurator/cluster[code=0x0060]/globalAttribute[@code=0xFFFD]""}]",not_applicable,present,present,present,present,present,present,same_declared_value_only,[],Outside selected product scope,1ac132b5ecd42cb6c78772f2576ed6f7fc814183,1.7,"Existence/coverage status only; runtime conformance and semantic revision equivalence are not asserted.; Outside selected product scope; this is scope inapplicability, not source absence. Original evidence statuses retained.",3,1,not_applicable,not_applicable
C071,D071,unverified,exclude,Laundry Dryer,0x007C,not_applicable,requires_cluster,base,server on endpoint implementing this Device Type; conditional support retained,Descriptor,0x001D,server,required,"mandatoryConform; features(feature(code=TAGLIST,mandatoryConform(condition(name=Duplicate))))",data_model/1.7/clusters/Descriptor-Cluster.xml,3,data_model/1.7/device_types/LaundryDryer.xml,2,src/app/zap-templates/zcl/data-model/chip/descriptor-cluster.xml,3,unverified,unverified,src/app/clusters/descriptor/DescriptorCluster.cpp,cluster_shared,1ac132b5ecd42cb6c78772f2576ed6f7fc814183,examples/chef/devices/rootnode_laundrydryer_01796fe396.matter,device_example,1,"[{""path"":""data_model/1.7/device_types/BaseDeviceType.xml"",""line"":92},{""path"":""data_model/1.7/clusters/Descriptor-Cluster.xml"",""selector"":""/cluster/@revision and clusterIds""},{""path"":""src/app/zap-templates/zcl/data-model/chip/descriptor-cluster.xml"",""selector"":""/configurator/cluster[code=0x001D]/globalAttribute[@code=0xFFFD]""}]",not_applicable,present,present,present,present,unverified,present,same_declared_value_only,[],Outside selected product scope,1ac132b5ecd42cb6c78772f2576ed6f7fc814183,1.7,"Existence/coverage status only; runtime conformance and semantic revision equivalence are not asserted.; Outside selected product scope; this is scope inapplicability, not source absence. Original evidence statuses retained.; Inherited through BaseDeviceType; conditional Binding retained, not forced enabled.",3,1,not_applicable,not_applicable
C072,D072,present,exclude,Laundry Dryer,0x007C,not_applicable,requires_cluster,base,server on endpoint implementing this Device Type; conditional support retained,Binding,0x001E,server,required (conditional),"mandatoryConform(andTerm(condition(name=Simple),condition(name=Client)))",data_model/1.7/clusters/Binding-Cluster.xml,1,data_model/1.7/device_types/LaundryDryer.xml,2,src/app/zap-templates/zcl/data-model/chip/binding-cluster.xml,1,src/app/clusters/bindings/README.md,cluster_implementation_guide,src/app/clusters/bindings/BindingCluster.cpp,cluster_shared,1ac132b5ecd42cb6c78772f2576ed6f7fc814183,examples/all-clusters-app/all-clusters-common/all-clusters-app.matter,generic_all_clusters,unverified,"[{""path"":""data_model/1.7/device_types/BaseDeviceType.xml"",""line"":102},{""path"":""data_model/1.7/clusters/Binding-Cluster.xml"",""selector"":""/cluster/@revision and clusterIds""},{""path"":""src/app/zap-templates/zcl/data-model/chip/binding-cluster.xml"",""selector"":""/configurator/cluster[code=0x001E]/globalAttribute[@code=0xFFFD]""}]",not_applicable,present,present,present,present,present,present,same_declared_value_only,[],Outside selected product scope,1ac132b5ecd42cb6c78772f2576ed6f7fc814183,1.7,"Existence/coverage status only; runtime conformance and semantic revision equivalence are not asserted.; Outside selected product scope; this is scope inapplicability, not source absence. Original evidence statuses retained.; Inherited through BaseDeviceType; conditional Binding retained, not forced enabled.",1,not_applicable,not_applicable,not_applicable
C073,D073,unverified,exclude,Laundry Dryer,0x007C,not_applicable,requires_cluster,base,server on endpoint implementing this Device Type; conditional support retained,Fixed Label,0x0040,server,optional,optionalConform,data_model/1.7/clusters/FixedLabel-Cluster.xml,1,data_model/1.7/device_types/LaundryDryer.xml,2,src/app/zap-templates/zcl/data-model/chip/fixed-label-cluster.xml,1,unverified,unverified,src/app/clusters/fixed-label-server/FixedLabelCluster.cpp,cluster_shared,1ac132b5ecd42cb6c78772f2576ed6f7fc814183,examples/all-clusters-app/all-clusters-common/all-clusters-app.matter,generic_all_clusters,unverified,"[{""path"":""data_model/1.7/device_types/BaseDeviceType.xml"",""line"":110},{""path"":""data_model/1.7/clusters/FixedLabel-Cluster.xml"",""selector"":""/cluster/@revision and clusterIds""},{""path"":""src/app/zap-templates/zcl/data-model/chip/fixed-label-cluster.xml"",""selector"":""/configurator/cluster[code=0x0040]/globalAttribute[@code=0xFFFD]""}]",not_applicable,present,present,present,present,unverified,present,same_declared_value_only,[],Outside selected product scope,1ac132b5ecd42cb6c78772f2576ed6f7fc814183,1.7,"Existence/coverage status only; runtime conformance and semantic revision equivalence are not asserted.; Outside selected product scope; this is scope inapplicability, not source absence. Original evidence statuses retained.; Inherited through BaseDeviceType; conditional Binding retained, not forced enabled.",1,not_applicable,not_applicable,not_applicable
C074,D074,unverified,exclude,Laundry Dryer,0x007C,not_applicable,requires_cluster,base,server on endpoint implementing this Device Type; conditional support retained,User Label,0x0041,server,optional,optionalConform,data_model/1.7/clusters/UserLabel-Cluster.xml,1,data_model/1.7/device_types/LaundryDryer.xml,2,src/app/zap-templates/zcl/data-model/chip/user-label-cluster.xml,1,unverified,unverified,src/app/clusters/user-label-server/UserLabelCluster.cpp,cluster_shared,1ac132b5ecd42cb6c78772f2576ed6f7fc814183,examples/all-clusters-app/all-clusters-common/all-clusters-app.matter,generic_all_clusters,unverified,"[{""path"":""data_model/1.7/device_types/BaseDeviceType.xml"",""line"":113},{""path"":""data_model/1.7/clusters/UserLabel-Cluster.xml"",""selector"":""/cluster/@revision and clusterIds""},{""path"":""src/app/zap-templates/zcl/data-model/chip/user-label-cluster.xml"",""selector"":""/configurator/cluster[code=0x0041]/globalAttribute[@code=0xFFFD]""}]",not_applicable,present,present,present,present,unverified,present,same_declared_value_only,[],Outside selected product scope,1ac132b5ecd42cb6c78772f2576ed6f7fc814183,1.7,"Existence/coverage status only; runtime conformance and semantic revision equivalence are not asserted.; Outside selected product scope; this is scope inapplicability, not source absence. Original evidence statuses retained.; Inherited through BaseDeviceType; conditional Binding retained, not forced enabled.",1,not_applicable,not_applicable,not_applicable
R001,not_applicable,not_applicable,include,Refrigerator,0x0070,Temperature Controlled Cabinet:0x0071,requires_related_device_condition,explicit_evidence,not_applicable,not_applicable,not_applicable,not_applicable,mandatory,Cooler,data_model/1.7/device_types/Refrigerator.xml,3,data_model/1.7/device_types/Refrigerator.xml,3,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,"[{""path"":""data_model/1.7/device_types/Refrigerator.xml"",""line"":68}]",present,present,present,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,New evidence-backed provenance relation,1ac132b5ecd42cb6c78772f2576ed6f7fc814183,1.7,"Source-specific assertion, not inferred universal behavior",not_applicable,not_applicable,not_applicable,not_applicable
R002,not_applicable,not_applicable,include,Refrigerator,0x0070,Temperature Controlled Cabinet:0x0071,requires_endpoint,explicit_evidence,tree; min 1 endpoint containing device type 0x0071,not_applicable,not_applicable,not_applicable,mandatory,not_applicable,not_applicable,not_applicable,data_model/1.7/device_types/Refrigerator.xml,3,src/app/zap-templates/zcl/data-model/chip/matter-devices.xml,3,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,"[{""path"":""src/app/zap-templates/zcl/data-model/chip/matter-devices.xml"",""line"":3055}]",present,present,not_applicable,present,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,New evidence-backed provenance relation,1ac132b5ecd42cb6c78772f2576ed6f7fc814183,1.7,SDK endpointComposition assertion; cardinality is not present in selected Refrigerator specification XML. Do not relabel as specification evidence.,not_applicable,not_applicable,not_applicable,not_applicable
R003,not_applicable,not_applicable,include,Refrigerator,0x0070,Temperature Controlled Cabinet:0x0071,example_composes_endpoint,explicit_evidence,example endpoint 1 -> child 2,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,data_model/1.7/device_types/Refrigerator.xml,3,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,"[{""path"":""examples/chef/devices/rootnode_refrigerator_temperaturecontrolledcabinet_temperaturecontrolledcabinet_ffdb696680.zap"",""selector"":""$.endpoints[?(@.endpointId==2)].parentEndpointIdentifier""}]",present,present,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,New evidence-backed provenance relation,1ac132b5ecd42cb6c78772f2576ed6f7fc814183,1.7,Observed in Chef ZAP only; dedicated refrigerator-app ZAP uses null parentEndpointIdentifier.,not_applicable,not_applicable,not_applicable,not_applicable
R004,not_applicable,not_applicable,include,Refrigerator,0x0070,Temperature Controlled Cabinet:0x0071,example_composes_endpoint,explicit_evidence,example endpoint 1 -> child 3,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,data_model/1.7/device_types/Refrigerator.xml,3,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,"[{""path"":""examples/chef/devices/rootnode_refrigerator_temperaturecontrolledcabinet_temperaturecontrolledcabinet_ffdb696680.zap"",""selector"":""$.endpoints[?(@.endpointId==3)].parentEndpointIdentifier""}]",present,present,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,New evidence-backed provenance relation,1ac132b5ecd42cb6c78772f2576ed6f7fc814183,1.7,Observed in Chef ZAP only; dedicated refrigerator-app ZAP uses null parentEndpointIdentifier.,not_applicable,not_applicable,not_applicable,not_applicable
R005,not_applicable,not_applicable,include,Laundry Washer,0x0073,Base Device Type (no numeric device ID),inherits_requirements,explicit_evidence,not_applicable,not_applicable,not_applicable,not_applicable,mandatory,not_applicable,data_model/1.7/device_types/BaseDeviceType.xml,3,data_model/1.7/device_types/LaundryWasher.xml,2,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,"[{""path"":""data_model/1.7/device_types/BaseDeviceType.xml"",""selector"":""/deviceType/clusters""},{""path"":""src/python_testing/matter_testing_infrastructure/matter/testing/spec_parsing.py"",""line"":1963}]",present,present,present,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,New evidence-backed provenance relation,1ac132b5ecd42cb6c78772f2576ed6f7fc814183,1.7,"Source-specific assertion, not inferred universal behavior",not_applicable,not_applicable,not_applicable,not_applicable
R006,not_applicable,not_applicable,include,Laundry Washer,0x0073,not_applicable,requires_endpoint_scope,explicit_evidence,classification=simple; scope=endpoint; no numeric endpoint ID prescribed,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,data_model/1.7/device_types/LaundryWasher.xml,2,data_model/1.7/device_types/LaundryWasher.xml,2,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,"[{""path"":""data_model/1.7/device_types/LaundryWasher.xml"",""line"":65}]",present,present,present,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,New evidence-backed provenance relation,1ac132b5ecd42cb6c78772f2576ed6f7fc814183,1.7,"Source-specific assertion, not inferred universal behavior",not_applicable,not_applicable,not_applicable,not_applicable
R007,not_applicable,not_applicable,include,Laundry Washer,0x0073,not_applicable,uses_shared_implementation,explicit_evidence,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,data_model/1.7/device_types/LaundryWasher.xml,2,not_applicable,not_applicable,not_applicable,not_applicable,src/app/clusters/mode-base-server/ModeBaseCluster.cpp,framework_shared,1ac132b5ecd42cb6c78772f2576ed6f7fc814183,not_applicable,not_applicable,not_applicable,"[{""path"":""src/app/clusters/mode-base-server/mode-base-cluster-objects.h"",""line"":61}]",present,present,not_applicable,not_applicable,present,not_applicable,not_applicable,not_applicable,not_applicable,New evidence-backed provenance relation,1ac132b5ecd42cb6c78772f2576ed6f7fc814183,1.7,Through selected Mode cluster: Laundry Washer 0x0051; Room AC 0x0063; Refrigerator/Cabinet 0x0052. Store physical implementation once; no traversal into other aliases.,not_applicable,not_applicable,not_applicable,not_applicable
R008,not_applicable,not_applicable,include,Room Air Conditioner,0x0072,Base Device Type (no numeric device ID),inherits_requirements,explicit_evidence,not_applicable,not_applicable,not_applicable,not_applicable,mandatory,not_applicable,data_model/1.7/device_types/BaseDeviceType.xml,3,data_model/1.7/device_types/RoomAirConditioner.xml,5,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,"[{""path"":""data_model/1.7/device_types/BaseDeviceType.xml"",""selector"":""/deviceType/clusters""},{""path"":""src/python_testing/matter_testing_infrastructure/matter/testing/spec_parsing.py"",""line"":1963}]",present,present,present,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,New evidence-backed provenance relation,1ac132b5ecd42cb6c78772f2576ed6f7fc814183,1.7,"Source-specific assertion, not inferred universal behavior",not_applicable,not_applicable,not_applicable,not_applicable
